City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Ust-Tsilma,RU,2022-09-23 15:40:03,65.441,52.1498,37.15,95,100,5.41,overcast clouds
260,Bahia Blanca,AR,2022-09-23 15:40:03,-38.7196,-62.2724,65.77,40,68,12.66,broken clouds
261,Kloulklubed,PW,2022-09-23 15:40:03,7.0419,134.2556,79.3,75,95,12.66,overcast clouds
262,Quelimane,MZ,2022-09-23 15:40:04,-17.8786,36.8883,80.55,74,0,18.41,clear sky
263,Lasa,IT,2022-09-23 15:40:04,46.6166,10.7002,63.48,65,98,2.48,overcast clouds
264,Kyren,RU,2022-09-23 15:40:04,51.6828,102.1408,49.33,95,100,4.74,overcast clouds
265,Hobyo,SO,2022-09-23 15:40:05,5.3505,48.5268,76.96,83,5,18.77,clear sky
266,Wanning,CN,2022-09-23 15:40:06,18.8003,110.3967,77.74,88,100,8.32,light rain
267,Pangai,TO,2022-09-23 15:40:06,-19.8,-174.35,76.78,80,100,21.47,light rain
268,Fairbanks,US,2022-09-23 15:35:33,64.8378,-147.7164,35.56,92,20,0.0,few clouds
269,Lumphat,KH,2022-09-23 15:40:07,13.4878,106.9816,73.31,98,100,1.14,overcast clouds
270,Beringovskiy,RU,2022-09-23 15:40:07,63.05,179.3167,40.03,93,100,10.96,light rain
271,Aripuana,BR,2022-09-23 15:38:08,-9.1667,-60.6333,94.93,39,97,4.14,overcast clouds
272,Anadyr,RU,2022-09-23 15:40:07,64.75,177.4833,41.5,80,75,17.9,broken clouds
273,Nhulunbuy,AU,2022-09-23 15:40:08,-12.2333,136.7667,74.01,88,79,0.0,broken clouds
274,Vilyuysk,RU,2022-09-23 15:41:08,63.7553,121.6247,31.51,71,98,12.86,overcast clouds
275,Beyneu,KZ,2022-09-23 15:41:08,45.3167,55.2,81.55,13,89,13.71,overcast clouds
276,Hibbing,US,2022-09-23 15:41:09,47.4272,-92.9377,53.56,81,0,5.75,clear sky
277,San Joaquin,US,2022-09-23 15:41:09,37.9333,-121.3011,68.29,71,0,0.0,clear sky
278,Rupert,US,2022-09-23 15:39:20,42.6191,-113.6772,51.75,66,0,9.22,clear sky
279,Mansa,IN,2022-09-23 15:41:09,29.9833,75.3833,73.27,91,100,1.68,overcast clouds
280,Pirovskoye,RU,2022-09-23 15:41:10,57.6267,92.2658,41.86,72,100,8.39,overcast clouds
281,Salinopolis,BR,2022-09-23 15:41:10,-0.6136,-47.3561,85.44,61,1,9.4,clear sky
282,Tilichiki,RU,2022-09-23 15:41:10,60.4667,166.1,34.63,77,6,7.94,clear sky
283,Kirakira,SB,2022-09-23 15:41:11,-10.4544,161.9205,79.54,85,31,4.99,scattered clouds
284,Camacupa,AO,2022-09-23 15:41:11,-12.0167,17.4833,88.23,20,78,4.85,broken clouds
285,Namibe,AO,2022-09-23 15:41:11,-15.1961,12.1522,68.7,63,1,13.04,clear sky
286,Batagay,RU,2022-09-23 15:41:12,67.6333,134.6333,28.71,88,100,2.95,overcast clouds
287,Puerto Ayacucho,VE,2022-09-23 15:41:12,5.6639,-67.6236,88.18,62,19,2.01,few clouds
288,Port-Gentil,GA,2022-09-23 15:41:12,-0.7193,8.7815,82.36,78,75,14.97,broken clouds
289,Maltahohe,NA,2022-09-23 15:41:13,-24.8333,16.9833,80.6,4,0,18.88,clear sky
290,Nelson Bay,AU,2022-09-23 15:41:13,-32.7167,152.15,63.09,94,71,5.99,broken clouds
291,Tucumcari,US,2022-09-23 15:41:13,35.1717,-103.725,75.04,41,0,21.85,clear sky
292,Gewane,ET,2022-09-23 15:41:13,10.1664,40.6453,93.31,28,16,6.85,few clouds
293,Poya,NC,2022-09-23 15:41:14,-21.35,165.15,69.69,87,1,4.68,clear sky
294,Teano,IT,2022-09-23 15:41:14,41.2513,14.0665,71.94,38,4,6.42,clear sky
295,Balykshi,KZ,2022-09-23 15:41:14,47.0667,51.8667,71.6,78,0,8.95,clear sky
296,Bulgan,MN,2022-09-23 15:41:15,48.8125,103.5347,51.75,48,46,4.59,scattered clouds
297,Bara,NG,2022-09-23 15:41:15,10.3744,10.7288,84.54,67,80,6.49,broken clouds
298,Cabra,ES,2022-09-23 15:41:15,37.4725,-4.4421,85.01,28,29,8.99,scattered clouds
299,Dutse,NG,2022-09-23 15:41:16,11.7594,9.3392,92.03,42,83,4.7,broken clouds
300,Anchorage,US,2022-09-23 15:38:37,61.2181,-149.9003,42.94,93,100,3.44,light rain
301,Romodanovo,RU,2022-09-23 15:41:16,54.4275,45.3296,60.85,86,100,7.7,overcast clouds
302,Lusaka,ZM,2022-09-23 15:40:09,-15.4067,28.2871,82.33,21,4,12.26,clear sky
303,Kiruna,SE,2022-09-23 15:41:16,67.8557,20.2251,43.72,93,75,2.3,mist
304,Taonan,CN,2022-09-23 15:41:17,45.3333,122.7833,44.94,89,1,8.88,clear sky
305,Casas Grandes,MX,2022-09-23 15:41:18,30.3667,-107.95,71.44,62,0,4.0,clear sky
306,Polignano A Mare,IT,2022-09-23 15:41:18,40.9959,17.2159,69.93,52,0,11.18,clear sky
307,Aleksandrovskoye,RU,2022-09-23 15:41:18,44.7142,43.0008,59.97,78,81,14.05,broken clouds
308,Carutapera,BR,2022-09-23 15:41:19,-1.195,-46.02,88.84,53,1,9.62,clear sky
309,College,US,2022-09-23 15:41:19,64.8569,-147.8028,35.55,91,75,0.0,broken clouds
310,Nanakuli,US,2022-09-23 15:41:19,21.3906,-158.1547,77.11,81,100,6.91,overcast clouds
311,Madimba,TZ,2022-09-23 15:41:20,-10.4,40.3333,74.57,85,25,7.18,light rain
312,Lagoa,PT,2022-09-23 15:41:20,39.05,-27.9833,72.84,86,92,30.38,light rain
313,Providencia,MX,2022-09-23 15:41:20,28.7167,-111.5833,89.2,71,9,2.3,clear sky
314,Gasa,PS,2022-09-23 15:41:21,31.5,34.4667,83.88,61,0,13.42,clear sky
315,Aksu,CN,2022-09-23 15:41:21,41.1231,80.2644,73.74,26,1,9.15,clear sky
316,Aksarka,RU,2022-09-23 15:41:21,66.5606,67.7975,38.37,69,100,7.31,overcast clouds
317,Dawlatabad,AF,2022-09-23 15:41:21,36.4141,64.9053,75.81,10,0,3.13,clear sky
318,Cururupu,BR,2022-09-23 15:41:22,-1.8283,-44.8683,90.21,49,13,8.01,few clouds
319,Lusambo,CD,2022-09-23 15:42:22,-4.9667,23.45,80.38,59,98,2.01,overcast clouds
320,Muroto,JP,2022-09-23 15:42:22,33.2833,134.15,78.28,85,11,1.3,few clouds
321,Saint-Pierre,RE,2022-09-23 15:38:34,-21.3393,55.4781,73.08,68,20,9.22,few clouds
322,Australind,AU,2022-09-23 15:42:23,-33.2667,115.7167,58.46,76,73,9.66,broken clouds
323,Oranjestad,AW,2022-09-23 15:40:22,12.524,-70.027,84.15,74,20,14.97,few clouds
324,Zasheyek,RU,2022-09-23 15:42:23,67.4066,32.5499,41.95,96,100,7.07,overcast clouds
325,Lively,CA,2022-09-23 15:42:23,46.4334,-81.1498,53.02,60,7,5.91,clear sky
326,Anloga,GH,2022-09-23 15:42:24,5.7947,0.8973,79.65,80,73,12.57,broken clouds
327,Chuy,UY,2022-09-23 15:42:24,-33.6971,-53.4616,61.38,42,6,11.48,clear sky
328,Loikaw,MM,2022-09-23 15:42:25,19.6742,97.2094,67.26,96,69,2.3,broken clouds
329,Cidreira,BR,2022-09-23 15:42:27,-30.1811,-50.2056,59.61,56,60,21.5,broken clouds
330,Linxia,CN,2022-09-23 15:42:27,35.6003,103.2064,51.48,65,21,2.89,few clouds
331,Cap Malheureux,MU,2022-09-23 15:42:27,-19.9842,57.6142,72.46,69,0,8.01,clear sky
332,Rundu,NA,2022-09-23 15:42:28,-17.9333,19.7667,90.68,5,0,2.86,clear sky
333,Gornopravdinsk,RU,2022-09-23 15:42:28,60.05,69.9,46.69,65,100,2.93,overcast clouds
334,Husavik,IS,2022-09-23 15:42:28,66.0449,-17.3389,50.76,54,2,10.2,clear sky
335,Kieta,PG,2022-09-23 15:42:29,-6.2167,155.6333,78.58,85,22,4.36,light rain
336,Kondol,RU,2022-09-23 15:42:30,52.8189,45.058,60.67,79,100,7.87,overcast clouds
337,Nemuro,JP,2022-09-23 15:42:30,43.3236,145.575,64.33,99,100,14.29,overcast clouds
338,San Antonio,US,2022-09-23 15:38:11,29.4241,-98.4936,91.38,47,0,6.91,clear sky
339,Poso,ID,2022-09-23 15:42:31,-1.3959,120.7524,76.15,88,31,3.91,scattered clouds
340,Walvis Bay,NA,2022-09-23 15:42:31,-22.9575,14.5053,61.09,69,2,16.2,clear sky
341,Honolulu,US,2022-09-23 15:39:16,21.3069,-157.8583,76.96,90,75,5.75,light rain
342,Buala,SB,2022-09-23 15:42:31,-8.145,159.5921,80.01,85,29,6.02,light rain
343,Sydney,AU,2022-09-23 15:38:56,-33.8679,151.2073,62.71,89,57,3.0,broken clouds
344,Namatanai,PG,2022-09-23 15:42:32,-3.6667,152.4333,79.74,79,95,8.1,overcast clouds
345,Boralday,KZ,2022-09-23 15:42:32,43.3578,76.8594,66.06,39,40,4.47,scattered clouds
346,Diplo,PK,2022-09-23 15:42:32,24.4667,69.584,82.15,72,31,19.84,scattered clouds
347,Puerto Escondido,MX,2022-09-23 15:42:33,15.85,-97.0667,79.63,69,75,4.61,broken clouds
348,Altay,CN,2022-09-23 15:42:33,47.8667,88.1167,60.33,24,0,5.93,clear sky
349,Belyy Yar,RU,2022-09-23 15:42:33,53.6039,91.3903,49.89,72,62,0.0,broken clouds
350,Boke,GN,2022-09-23 15:42:34,10.9409,-14.2967,82.56,81,93,6.67,moderate rain
351,Champerico,GT,2022-09-23 15:42:35,14.3,-91.9167,81.14,76,63,10.78,broken clouds
352,Iaciara,BR,2022-09-23 15:42:35,-14.0958,-46.6317,79.74,58,85,5.1,overcast clouds
353,Kavieng,PG,2022-09-23 15:42:35,-2.5744,150.7967,81.39,75,73,11.54,broken clouds
354,Meulaboh,ID,2022-09-23 15:42:36,4.1363,96.1285,77.38,87,100,4.5,light rain
355,Conde,BR,2022-09-23 15:42:36,-7.2597,-34.9075,85.46,62,75,12.66,broken clouds
356,Olafsvik,IS,2022-09-23 15:42:37,64.8945,-23.7142,50.43,83,80,13.58,broken clouds
357,Peniche,PT,2022-09-23 15:42:38,39.3558,-9.3811,79.29,73,63,16.6,broken clouds
358,Korla,CN,2022-09-23 15:42:38,41.7597,86.1469,74.55,18,37,4.68,scattered clouds
359,Omboue,GA,2022-09-23 15:42:38,-1.5746,9.2618,78.67,79,100,10.2,overcast clouds
360,Saint-Francois,FR,2022-09-23 15:42:39,46.4154,3.9054,71.04,40,0,2.3,clear sky
361,Kyshtovka,RU,2022-09-23 15:42:39,56.555,76.6271,48.02,56,92,5.59,overcast clouds
362,Toora-Khem,RU,2022-09-23 15:42:39,52.4675,96.11,43.11,92,53,2.55,broken clouds
363,Suntar,RU,2022-09-23 15:42:39,62.1444,117.6319,36.63,97,100,9.04,overcast clouds
364,Talnakh,RU,2022-09-23 15:42:40,69.4865,88.3972,31.21,89,94,4.5,overcast clouds
365,Palmares Do Sul,BR,2022-09-23 15:42:40,-30.2578,-50.5097,59.27,55,38,20.36,scattered clouds
366,Khipro,PK,2022-09-23 15:43:40,25.8285,69.3772,87.17,58,58,15.9,broken clouds
367,Kita,ML,2022-09-23 15:43:41,13.0349,-9.4895,81.73,74,96,3.67,moderate rain
368,Eureka,US,2022-09-23 15:43:41,40.8021,-124.1637,58.19,88,41,1.01,scattered clouds
369,Kalispell,US,2022-09-23 15:43:41,48.1958,-114.3129,51.49,100,100,3.44,fog
370,San Policarpo,PH,2022-09-23 15:43:43,12.1791,125.5072,77.36,90,98,10.49,overcast clouds
371,Whittlesea,ZA,2022-09-23 15:43:43,-32.1759,26.8244,55.74,72,44,13.78,scattered clouds
372,Fethiye,TR,2022-09-23 15:43:43,36.6217,29.1164,73.27,43,58,5.44,broken clouds
373,Yulara,AU,2022-09-23 15:43:45,-25.2406,130.9889,65.5,23,0,5.06,clear sky
374,Sambava,MG,2022-09-23 15:43:45,-14.2667,50.1667,70.43,96,100,12.59,moderate rain
375,Koscian,PL,2022-09-23 15:43:46,52.0883,16.6487,61.14,52,67,5.17,broken clouds
376,Faanui,PF,2022-09-23 15:43:47,-16.4833,-151.75,77.05,77,35,21.97,light rain
377,Kismayo,SO,2022-09-23 15:43:47,-0.3582,42.5454,76.44,82,32,12.77,scattered clouds
378,Harper,LR,2022-09-23 15:43:47,4.375,-7.7169,78.15,83,98,9.1,moderate rain
379,Qaqortoq,GL,2022-09-23 15:43:49,60.7167,-46.0333,46.6,94,100,8.66,moderate rain
380,Touros,BR,2022-09-23 15:43:49,-5.1989,-35.4608,84.9,63,35,14.74,scattered clouds
381,Fortuna,US,2022-09-23 15:43:49,40.5982,-124.1573,57.92,91,43,3.13,scattered clouds
382,Itigi,TZ,2022-09-23 15:43:50,-5.7,34.4833,77.94,32,67,7.67,broken clouds
383,Rudbar,AF,2022-09-23 15:43:50,30.15,62.6,86.04,10,0,11.7,clear sky
384,Souillac,MU,2022-09-23 15:43:50,-20.5167,57.5167,71.98,78,75,17.27,broken clouds
385,Ostersund,SE,2022-09-23 15:43:51,63.1792,14.6357,52.25,100,40,6.91,drizzle
386,Gat,IL,2022-09-23 15:43:51,31.61,34.7642,82.78,100,0,12.24,clear sky
387,Lata,PT,2022-09-23 15:43:52,40.1629,-8.3327,77.92,40,48,10.76,scattered clouds
388,Norfolk,US,2022-09-23 15:43:53,42.1668,-71.2495,58.89,66,20,16.11,few clouds
389,Parthenay,FR,2022-09-23 15:43:53,46.6667,-0.4167,68.95,30,100,6.96,overcast clouds
390,Nacozari,MX,2022-09-23 15:43:53,25.3366,-108.2574,78.12,78,21,3.0,few clouds
391,Padang,ID,2022-09-23 15:43:53,-0.9492,100.3543,77.25,85,48,2.93,scattered clouds
392,Turukhansk,RU,2022-09-23 15:43:54,65.8167,87.9833,33.67,98,89,6.93,overcast clouds
393,Epinal,FR,2022-09-23 15:43:54,48.1833,6.45,65.16,55,100,3.31,overcast clouds
394,Tual,ID,2022-09-23 15:43:54,-5.6667,132.75,82.33,77,60,18.16,broken clouds
395,Lompoc,US,2022-09-23 15:43:55,34.6391,-120.4579,71.85,88,20,4.61,few clouds
396,Cayenne,GF,2022-09-23 15:43:55,4.9333,-52.3333,91.44,55,75,3.44,broken clouds
397,Jinchang,CN,2022-09-23 15:43:55,38.4953,102.1739,58.06,36,100,3.51,overcast clouds
398,Hambantota,LK,2022-09-23 15:43:56,6.1241,81.1185,82.74,74,20,9.22,few clouds
399,Narsaq,GL,2022-09-23 15:43:56,60.9167,-46.05,48.42,95,100,7.78,moderate rain
400,La Palma,US,2022-09-23 15:42:06,33.8464,-118.0467,83.91,72,0,0.0,clear sky
401,Glencoe,ZA,2022-09-23 15:43:57,-28.1783,30.147,68.97,34,0,10.69,clear sky
402,Vytegra,RU,2022-09-23 15:43:57,61.0064,36.4481,46.94,84,96,5.21,overcast clouds
403,Adeje,ES,2022-09-23 15:43:58,28.1227,-16.726,79.9,73,20,25.32,few clouds
404,Hovd,MN,2022-09-23 15:43:58,48.0056,91.6419,55.74,25,0,4.18,clear sky
405,Yarada,IN,2022-09-23 15:43:58,17.65,83.2667,79.12,89,75,6.91,mist
406,Paita,PE,2022-09-23 15:43:59,-5.0892,-81.1144,69.53,67,87,11.36,overcast clouds
407,Alice Springs,AU,2022-09-23 15:43:59,-23.7,133.8833,62.15,31,0,6.91,clear sky
408,Chuguyevka,RU,2022-09-23 15:43:59,44.1653,133.8633,53.82,98,78,4.47,broken clouds
409,Marzuq,YE,2022-09-23 15:43:59,14.4,46.4667,78.67,61,74,10.69,broken clouds
410,Spirit River,CA,2022-09-23 15:44:00,55.7833,-118.8361,50.43,51,95,15.39,overcast clouds
411,Aktash,RU,2022-09-23 15:44:00,50.3,87.7333,40.23,71,47,3.51,scattered clouds
412,Lima,PE,2022-09-23 15:43:41,-12.0432,-77.0282,61.9,80,100,8.05,overcast clouds
413,Katherine,AU,2022-09-23 15:45:01,-14.4667,132.2667,86.32,37,94,11.5,overcast clouds
414,Shira,RU,2022-09-23 15:45:01,54.4911,89.9531,43.3,63,28,4.45,scattered clouds
415,Cabedelo,BR,2022-09-23 15:45:01,-6.9811,-34.8339,86.67,66,50,11.18,scattered clouds
416,Camacha,PT,2022-09-23 15:45:02,33.0833,-16.3333,72.82,69,75,12.66,broken clouds
417,Fernandez,AR,2022-09-23 15:45:02,-27.9204,-63.8935,77.77,13,0,17.09,clear sky
418,Mana,GF,2022-09-23 15:45:02,5.6592,-53.7767,87.49,57,0,7.74,clear sky
419,Otjiwarongo,NA,2022-09-23 15:45:03,-20.4637,16.6477,85.06,9,0,11.9,clear sky
420,Ferme-Neuve,CA,2022-09-23 15:45:03,46.7001,-75.4493,44.55,55,74,11.92,broken clouds
421,Inongo,CD,2022-09-23 15:45:04,-1.95,18.2667,74.7,77,92,3.29,light rain
422,Jasper,US,2022-09-23 15:45:04,37.2001,-94.3502,73.11,52,100,12.66,overcast clouds
423,Pinawa,CA,2022-09-23 15:45:05,50.1489,-95.8811,47.86,82,100,8.99,overcast clouds
424,Poum,NC,2022-09-23 15:45:06,-20.2333,164.0167,74.86,76,9,10.8,clear sky
425,Zeya,RU,2022-09-23 15:45:06,53.75,127.2667,40.24,94,5,2.53,clear sky
426,Amahai,ID,2022-09-23 15:45:07,-3.3333,128.9167,77.56,87,53,2.89,broken clouds
427,Iralaya,HN,2022-09-23 15:45:07,15.0,-83.2333,83.3,78,55,7.07,broken clouds
428,Prince Rupert,CA,2022-09-23 15:45:08,54.3161,-130.3201,51.49,87,100,28.77,light rain
429,Hasaki,JP,2022-09-23 15:45:08,35.7333,140.8333,80.22,86,100,19.24,overcast clouds
430,Tukrah,LY,2022-09-23 15:45:09,32.5341,20.5791,75.45,74,35,26.8,scattered clouds
431,Ciudad Bolivar,VE,2022-09-23 15:45:09,8.1222,-63.5497,90.12,54,87,6.78,overcast clouds
432,Hualmay,PE,2022-09-23 15:45:09,-11.0964,-77.6139,64.89,72,68,9.37,broken clouds
433,Mao,ES,2022-09-23 15:43:58,39.8885,4.2658,77.56,44,0,10.36,clear sky
434,Saint-Paul,RE,2022-09-23 15:45:10,-21.0096,55.2707,73.51,80,44,4.05,light rain
435,Neuquen,AR,2022-09-23 15:41:56,-38.9516,-68.0591,57.09,72,99,2.3,overcast clouds
436,Shimoda,JP,2022-09-23 15:45:10,34.6667,138.95,74.1,94,100,14.65,overcast clouds
437,Voyvozh,RU,2022-09-23 15:45:11,62.892,54.9635,39.38,82,100,4.21,overcast clouds
438,Broken Hill,AU,2022-09-23 15:45:11,-31.95,141.4333,53.49,84,17,12.71,few clouds
439,Nagorsk,RU,2022-09-23 15:45:12,59.3172,50.8078,51.93,91,100,10.76,overcast clouds
440,Axim,GH,2022-09-23 15:45:14,4.8699,-2.2405,79.29,78,93,10.18,overcast clouds
441,Farafenni,GM,2022-09-23 15:45:14,13.5667,-15.6,85.59,74,55,9.01,moderate rain
442,Vanimo,PG,2022-09-23 15:45:14,-2.6741,141.3028,78.57,87,100,5.59,moderate rain
443,Qiongshan,CN,2022-09-23 15:45:15,20.0058,110.3542,75.18,100,88,0.0,overcast clouds
444,Sistranda,NO,2022-09-23 15:45:15,63.7256,8.834,53.56,82,100,9.84,overcast clouds
445,Karasburg,NA,2022-09-23 15:45:15,-28.0167,18.75,77.5,7,0,4.0,clear sky
446,Arvika,SE,2022-09-23 15:45:16,59.6553,12.5852,54.21,95,100,4.16,light rain
447,Sibolga,ID,2022-09-23 15:45:16,1.7427,98.7792,75.67,90,30,2.82,moderate rain
448,Ivankiv,UA,2022-09-23 15:45:16,50.9386,29.8943,47.98,89,99,6.06,overcast clouds
449,Dorado,PR,2022-09-23 15:45:17,18.4588,-66.2677,92.17,66,75,11.5,broken clouds
450,Oakdale,US,2022-09-23 15:45:17,44.963,-92.9649,55.96,75,100,9.22,light rain
451,Mumbwa,ZM,2022-09-23 15:45:17,-14.9783,27.0619,85.12,18,1,6.4,clear sky
452,Deputatskiy,RU,2022-09-23 15:45:18,69.3,139.9,14.05,97,87,2.93,overcast clouds
453,Ceres,US,2022-09-23 15:45:18,37.5949,-120.9577,67.05,77,0,0.0,clear sky
454,Campbell River,CA,2022-09-23 15:41:05,50.0163,-125.2446,60.46,100,100,2.3,overcast clouds
455,Povenets,RU,2022-09-23 15:45:18,62.8487,34.8262,48.6,66,53,2.59,broken clouds
456,Oranjemund,NA,2022-09-23 15:45:19,-28.55,16.4333,58.17,74,42,17.83,scattered clouds
457,Bairiki,KI,2022-09-23 15:45:19,1.3292,172.9752,80.6,78,20,6.91,few clouds
458,Dubbo,AU,2022-09-23 15:45:19,-32.25,148.6167,57.33,94,100,0.0,overcast clouds
459,Big Spring,US,2022-09-23 15:45:20,32.2504,-101.4787,80.11,42,0,8.05,clear sky
460,La Ronge,CA,2022-09-23 15:45:09,55.1001,-105.2842,50.25,76,40,8.05,scattered clouds
461,Banda Aceh,ID,2022-09-23 15:46:20,5.5577,95.3222,79.05,81,100,7.54,overcast clouds
462,Russell,US,2022-09-23 15:45:06,32.3502,-85.1999,76.96,46,0,12.66,clear sky
463,Kaya,BF,2022-09-23 15:46:21,13.0917,-1.0844,92.62,42,15,2.35,few clouds
464,Kuybyshevo,RU,2022-09-23 15:46:21,47.8123,38.9073,52.48,79,83,8.23,broken clouds
465,Pacific Grove,US,2022-09-23 15:46:22,36.6177,-121.9166,66.42,86,0,8.01,clear sky
466,Stadtallendorf,DE,2022-09-23 15:46:22,50.8333,9.0167,64.69,60,100,2.84,overcast clouds
467,Ketchikan,US,2022-09-23 15:46:23,55.3422,-131.6461,52.27,87,100,14.97,moderate rain
468,Algiers,DZ,2022-09-23 15:41:37,36.7525,3.042,76.82,65,20,11.5,few clouds
469,Harwich,GB,2022-09-23 15:45:24,51.9419,1.2844,64.53,78,99,5.99,overcast clouds
470,Chazuta,PE,2022-09-23 15:46:27,-6.5742,-76.1367,90.45,51,26,0.94,scattered clouds
471,Atuntaqui,EC,2022-09-23 15:46:27,0.3333,-78.2167,69.46,46,55,6.04,broken clouds
472,Fez,MA,2022-09-23 15:45:22,34.0372,-4.9998,91.65,25,20,5.75,few clouds
473,Balurghat,IN,2022-09-23 15:46:28,25.2167,88.7667,81.25,81,97,6.02,overcast clouds
474,Pandan,PH,2022-09-23 15:46:28,14.0453,124.1694,79.03,87,100,8.25,overcast clouds
475,Port Blair,IN,2022-09-23 15:46:29,11.6667,92.75,80.64,89,75,1.14,mist
476,Atar,MR,2022-09-23 15:46:29,20.5169,-13.0499,100.98,26,18,17.81,few clouds
477,Townsville,AU,2022-09-23 15:46:29,-19.25,146.8,70.68,94,11,0.0,few clouds
478,Christchurch,NZ,2022-09-23 15:46:30,-43.5333,172.6333,49.95,87,100,1.14,overcast clouds
479,Parry Sound,CA,2022-09-23 15:45:47,45.3501,-80.033,50.05,53,2,7.67,clear sky
480,Nalut,LY,2022-09-23 15:46:30,30.3333,10.85,86.7,29,33,15.52,scattered clouds
481,Kasongo-Lunda,CD,2022-09-23 15:46:31,-6.4667,16.8167,78.69,71,49,4.23,light rain
482,Podor,MR,2022-09-23 15:46:31,16.6527,-14.9587,91.35,62,40,2.3,scattered clouds
483,Valparaiso,CL,2022-09-23 15:46:31,-33.0393,-71.6273,66.43,79,0,9.22,clear sky
484,Luau,AO,2022-09-23 15:46:32,-10.7073,22.2247,87.08,26,90,4.14,overcast clouds
485,Veraval,IN,2022-09-23 15:46:32,20.9,70.3667,79.63,80,62,4.63,broken clouds
486,Manzhouli,CN,2022-09-23 15:46:33,49.6,117.4333,47.1,62,59,4.99,broken clouds
487,Ancud,CL,2022-09-23 15:46:33,-41.8697,-73.8203,49.23,66,14,2.59,few clouds
488,Bilibino,RU,2022-09-23 15:46:33,68.0546,166.4372,32.38,86,83,5.61,broken clouds
489,Uinskoye,RU,2022-09-23 15:46:34,56.8817,56.5813,62.06,51,100,4.56,overcast clouds
490,Kadhan,PK,2022-09-23 15:46:34,24.481,68.9859,83.37,66,2,16.55,clear sky
491,Usinsk,RU,2022-09-23 15:46:35,65.9939,57.5281,35.17,73,27,6.58,scattered clouds
492,Labuhan,ID,2022-09-23 15:46:35,-6.8844,112.2051,80.44,81,13,7.18,few clouds
493,Galich,RU,2022-09-23 15:46:35,58.3797,42.3475,49.48,86,100,7.4,overcast clouds
494,Porto Novo,BJ,2022-09-23 15:46:35,6.4965,2.6036,81.03,74,100,8.32,overcast clouds
495,La Tuque,CA,2022-09-23 15:46:36,47.4334,-72.7824,44.85,65,100,12.66,overcast clouds
496,Kolondieba,ML,2022-09-23 15:46:36,11.0882,-6.8926,86.86,59,77,3.09,broken clouds
497,Dukat,RU,2022-09-23 15:46:36,62.55,155.55,24.44,95,95,4.68,overcast clouds
498,Puerto Leguizamo,CO,2022-09-23 15:46:37,-0.1934,-74.7819,91.92,47,78,2.89,broken clouds
499,Davidson,US,2022-09-23 15:46:37,36.1501,-86.7833,70.39,45,40,12.66,scattered clouds
500,Coolum Beach,AU,2022-09-23 15:46:39,-26.5333,153.1,61.11,95,0,4.45,clear sky
501,Mehamn,NO,2022-09-23 15:46:39,71.0357,27.8492,49.95,81,75,20.71,broken clouds
502,Dunedin,NZ,2022-09-23 15:46:39,-45.8742,170.5036,46.8,88,6,4.0,clear sky
503,Amvrosiyivka,UA,2022-09-23 15:46:40,47.7935,38.4777,51.22,79,66,4.38,broken clouds
504,Sri Aman,MY,2022-09-23 15:47:40,1.2376,111.4621,75.25,94,100,0.0,overcast clouds
505,Baraboo,US,2022-09-23 15:47:40,43.4711,-89.7443,61.0,67,46,3.0,scattered clouds
506,San Patricio,US,2022-09-23 15:47:41,28.017,-97.5169,87.91,51,0,8.5,clear sky
507,Okitipupa,NG,2022-09-23 15:47:41,6.5047,4.7839,81.09,77,96,5.55,light rain
508,Tura,IN,2022-09-23 15:47:41,25.5198,90.2201,74.14,89,99,3.96,overcast clouds
509,Karasjok,NO,2022-09-23 15:47:42,69.4719,25.5112,47.39,82,100,7.81,overcast clouds
510,Bryan,US,2022-09-23 15:42:46,30.6744,-96.37,89.82,50,0,3.44,clear sky
511,Mitchell,US,2022-09-23 15:43:59,43.7094,-98.0298,55.74,76,100,13.8,overcast clouds
512,Stornoway,GB,2022-09-23 15:47:42,58.2093,-6.3865,55.36,78,40,11.5,scattered clouds
513,Port Hedland,AU,2022-09-23 15:47:43,-20.3167,118.5667,75.25,69,0,10.36,clear sky
514,Nova Olinda Do Norte,BR,2022-09-23 15:47:44,-3.8881,-59.0942,101.77,25,14,5.32,few clouds
515,Livingstonia,MW,2022-09-23 15:47:44,-10.606,34.1063,68.9,53,42,5.93,scattered clouds
516,Santa Vitoria Do Palmar,BR,2022-09-23 15:47:45,-33.5189,-53.3681,61.88,42,4,10.67,clear sky
517,Klaksvik,FO,2022-09-23 15:47:46,62.2266,-6.589,52.72,79,15,13.58,few clouds
518,Pangody,RU,2022-09-23 15:47:46,65.85,74.4859,36.32,96,100,8.16,overcast clouds
519,Kolokani,ML,2022-09-23 15:47:47,13.5728,-8.0339,77.22,75,98,5.08,overcast clouds
520,Samarai,PG,2022-09-23 15:47:47,-10.6167,150.6667,79.41,82,83,8.16,light rain
521,Arlit,NE,2022-09-23 15:47:47,18.7369,7.3853,104.11,10,73,3.91,broken clouds
522,Broome,US,2022-09-23 15:47:48,42.2506,-75.833,52.02,65,75,16.11,broken clouds
523,Wad Rawah,SD,2022-09-23 15:47:48,15.1603,33.1397,97.86,24,44,10.67,scattered clouds
524,Rostock,DE,2022-09-23 15:47:48,54.0887,12.1405,63.01,61,98,6.06,overcast clouds
